claim_id,value,unit,source,source_sha256,field,meaning
n2.external.all.std_384-bm25.hi,3.2558310193647975,pp,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.std_384-bm25.ci95[1],95% upper
n2.external.all.std_384-bm25.sig,True,bool,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.std_384-bm25.significant,
n2.external.all.raw_full-bm25,-0.16571667728556946,pp,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.raw_full-bm25.delta_pp,FR@3 contrast
n2.external.all.raw_full-bm25.lo,-2.8997506266392277,pp,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.raw_full-bm25.ci95[0],95% lower
n2.external.all.raw_full-bm25.hi,2.4483058634733763,pp,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.raw_full-bm25.ci95[1],95% upper
n2.external.all.raw_full-bm25.sig,False,bool,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.raw_full-bm25.significant,
n2.external.all.sym_384-sym_96,12.136524870066784,pp,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.sym_384-sym_96.delta_pp,FR@3 contrast
n2.external.all.sym_384-sym_96.lo,9.755176782716136,pp,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.sym_384-sym_96.ci95[0],95% lower
n2.external.all.sym_384-sym_96.hi,14.51624035045065,pp,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.sym_384-sym_96.ci95[1],95% upper
n2.external.all.sym_384-sym_96.sig,True,bool,artifact:c7547751-16b4-479a-94a4-ba611e5b9def,be6f5e98d5563af9e4f1f15699f130d239793b3cad81caa497a4fc03c9185b2b,external.contrasts_all_queries.sym_384-sym_96.significant,
text.LME.archives,470,count,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,archives,raw text per archive
text.LME.median_raw_text_bytes,506830,bytes,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,median_raw_text_bytes,raw text per archive
text.LME.median_documents,490,count,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,median_documents,raw text per archive
text.LME.bytes_per_document,1034.3,bytes,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,bytes_per_document,raw text per archive
text.LoCoMo.archives,10,count,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,archives,raw text per archive
text.LoCoMo.median_raw_text_bytes,100161,bytes,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,median_raw_text_bytes,raw text per archive
text.LoCoMo.median_documents,646,count,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,median_documents,raw text per archive
text.LoCoMo.bytes_per_document,155.0,bytes,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,bytes_per_document,raw text per archive
text.PerLTQA.archives,30,count,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,archives,raw text per archive
text.PerLTQA.median_raw_text_bytes,85085,bytes,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,median_raw_text_bytes,raw text per archive
text.PerLTQA.median_documents,407,count,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,median_documents,raw text per archive
text.PerLTQA.bytes_per_document,209.1,bytes,artifact:ea20964a-4480-44d7-bc0e-4fae9a9acdd6,0695d7d516cdad922272469d2391706062f4945549122e33005830e0efaa02ed,bytes_per_document,raw text per archive
resident.wv_word_vectorizer,8030195,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,totals_bytes.wv_word_vectorizer,"LoCoMo serving bytes, 10 archives"
resident.cv_char_vectorizer,16811684,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,totals_bytes.cv_char_vectorizer,"LoCoMo serving bytes, 10 archives"
resident.base_lsa_projector,19620,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,totals_bytes.base_lsa_projector,"LoCoMo serving bytes, 10 archives"
resident.packed_doc_codes,71864,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,totals_bytes.packed_doc_codes,"LoCoMo serving bytes, 10 archives"
resident.mu,8800,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,totals_bytes.mu,"LoCoMo serving bytes, 10 archives"
resident.sigma,8800,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,totals_bytes.sigma,"LoCoMo serving bytes, 10 archives"
resident.union,24856373,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,union_serving_bytes,union serving bytes
resident.raw_text,847928,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,raw_text_bytes,raw text bytes
resident.construction,21216412,bytes,artifact:56fd415d-c317-46f6-bc9c-ad1770c40af8,bc55fc333860f2895fdbb416a8fdbfbe0a5bff360677523344e71925ae297ee1,sum(per_archive.construction_matrices_bytes),"construction matrices, not serving"
f5.archives,520,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,completed_archives,F5 archives completed
f5.LME.queries,470,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.queries,F5 queries
f5.LME.flips,0,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.dual_*_flips,dual64 vs float32 flips
f5.LME.bm25.memory_median_bytes,3269295.5,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.bm25.memory_median_bytes,F5 cost/quality
f5.LME.bm25.query_wall_median_ms,0.1666,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.bm25.query_wall_median_ms,F5 cost/quality
f5.LME.bm25.hit10,0.8553191489361702,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.bm25.hit10,F5 cost/quality
f5.LME.bm25.recall10,0.7704964539007092,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.bm25.recall10,F5 cost/quality
f5.LME.float32.memory_median_bytes,58569888.0,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.float32.memory_median_bytes,F5 cost/quality
f5.LME.float32.query_wall_median_ms,17.882601,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.float32.query_wall_median_ms,F5 cost/quality
f5.LME.float32.hit10,0.8638297872340426,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.float32.hit10,F5 cost/quality
f5.LME.float32.recall10,0.7625886524822695,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.float32.recall10,F5 cost/quality
f5.LME.dual64.memory_median_bytes,29692261.0,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.dual64.memory_median_bytes,F5 cost/quality
f5.LME.dual64.query_wall_median_ms,3.0571495,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.dual64.query_wall_median_ms,F5 cost/quality
f5.LME.dual64.hit10,0.8638297872340426,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.dual64.hit10,F5 cost/quality
f5.LME.dual64.recall10,0.7625886524822695,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LME.arms.dual64.recall10,F5 cost/quality
f5.LoCoMo.queries,1540,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.queries,F5 queries
f5.LoCoMo.flips,0,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.dual_*_flips,dual64 vs float32 flips
f5.LoCoMo.bm25.memory_median_bytes,830372.5,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.bm25.memory_median_bytes,F5 cost/quality
f5.LoCoMo.bm25.query_wall_median_ms,0.10705,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.bm25.query_wall_median_ms,F5 cost/quality
f5.LoCoMo.bm25.hit10,0.5732899022801303,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.bm25.hit10,F5 cost/quality
f5.LoCoMo.bm25.recall10,0.51267916775571,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.bm25.recall10,F5 cost/quality
f5.LoCoMo.float32.memory_median_bytes,13188764.5,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.float32.memory_median_bytes,F5 cost/quality
f5.LoCoMo.float32.query_wall_median_ms,3.3870500000000003,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.float32.query_wall_median_ms,F5 cost/quality
f5.LoCoMo.float32.hit10,0.43908794788273614,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.float32.hit10,F5 cost/quality
f5.LoCoMo.float32.recall10,0.3821573756340953,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.float32.recall10,F5 cost/quality
f5.LoCoMo.dual64.memory_median_bytes,7329258.0,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.dual64.memory_median_bytes,F5 cost/quality
f5.LoCoMo.dual64.query_wall_median_ms,1.7012,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.dual64.query_wall_median_ms,F5 cost/quality
f5.LoCoMo.dual64.hit10,0.43908794788273614,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.dual64.hit10,F5 cost/quality
f5.LoCoMo.dual64.recall10,0.3821573756340953,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.LoCoMo.arms.dual64.recall10,F5 cost/quality
f5.PerLTQA.queries,8265,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.queries,F5 queries
f5.PerLTQA.flips,0,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.dual_*_flips,dual64 vs float32 flips
f5.PerLTQA.bm25.memory_median_bytes,889606.5,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.bm25.memory_median_bytes,F5 cost/quality
f5.PerLTQA.bm25.query_wall_median_ms,0.0875,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.bm25.query_wall_median_ms,F5 cost/quality
f5.PerLTQA.bm25.hit10,0.8186327888687235,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.bm25.hit10,F5 cost/quality
f5.PerLTQA.bm25.recall10,0.6759794866888921,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.bm25.recall10,F5 cost/quality
f5.PerLTQA.float32.memory_median_bytes,13663913.0,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.float32.memory_median_bytes,F5 cost/quality
f5.PerLTQA.float32.query_wall_median_ms,3.1866,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.float32.query_wall_median_ms,F5 cost/quality
f5.PerLTQA.float32.hit10,0.7577737447065941,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.float32.hit10,F5 cost/quality
f5.PerLTQA.float32.recall10,0.6188682464189142,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.float32.recall10,F5 cost/quality
f5.PerLTQA.dual64.memory_median_bytes,6939679.0,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.dual64.memory_median_bytes,F5 cost/quality
f5.PerLTQA.dual64.query_wall_median_ms,1.5477,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.dual64.query_wall_median_ms,F5 cost/quality
f5.PerLTQA.dual64.hit10,0.7577737447065941,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.dual64.hit10,F5 cost/quality
f5.PerLTQA.dual64.recall10,0.6188682464189142,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.PerLTQA.arms.dual64.recall10,F5 cost/quality
f5.RealTalk.queries,705,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.queries,F5 queries
f5.RealTalk.flips,0,count,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.dual_*_flips,dual64 vs float32 flips
f5.RealTalk.bm25.memory_median_bytes,1114013.0,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.bm25.memory_median_bytes,F5 cost/quality
f5.RealTalk.bm25.query_wall_median_ms,0.119,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.bm25.query_wall_median_ms,F5 cost/quality
f5.RealTalk.bm25.hit10,0.5418439716312057,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.bm25.hit10,F5 cost/quality
f5.RealTalk.bm25.recall10,0.4315994774169466,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.bm25.recall10,F5 cost/quality
f5.RealTalk.float32.memory_median_bytes,16134594.0,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.float32.memory_median_bytes,F5 cost/quality
f5.RealTalk.float32.query_wall_median_ms,3.819,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.float32.query_wall_median_ms,F5 cost/quality
f5.RealTalk.float32.hit10,0.4652482269503546,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.float32.hit10,F5 cost/quality
f5.RealTalk.float32.recall10,0.3434350059546028,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.float32.recall10,F5 cost/quality
f5.RealTalk.dual64.memory_median_bytes,9019604.0,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.dual64.memory_median_bytes,F5 cost/quality
f5.RealTalk.dual64.query_wall_median_ms,1.7224,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.dual64.query_wall_median_ms,F5 cost/quality
f5.RealTalk.dual64.hit10,0.4652482269503546,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.dual64.hit10,F5 cost/quality
f5.RealTalk.dual64.recall10,0.3434350059546028,fraction,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!safe.zip!evidence/benchmark_all_v1/SUMMARY.json,8a39193bb37cde8881591d08daaf2baf9bde447271b301bdbe93390a7ec6539e,summary.RealTalk.arms.dual64.recall10,F5 cost/quality
f1.before,109515058,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!CANONICAL_FINDINGS.md,313ce8ef8b204c6aa314cd708c91940ba7823d837a257ba105a05c648467fd49,regex object-graph bytes: /*/*(/d+) →,F1 retained encoder bytes before
f1.after,98326018,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!CANONICAL_FINDINGS.md,313ce8ef8b204c6aa314cd708c91940ba7823d837a257ba105a05c648467fd49,regex object-graph bytes: /*/*/d+ → (/d+)/*/*,F1 after owner compaction
f2.after,59958658,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!CANONICAL_FINDINGS.md,313ce8ef8b204c6aa314cd708c91940ba7823d837a257ba105a05c648467fd49,regex float32 graph /*/*(/d+)/*/*,F2 after float32 final SVD
f4.after,30175450,bytes,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!CANONICAL_FINDINGS.md,313ce8ef8b204c6aa314cd708c91940ba7823d837a257ba105a05c648467fd49,regex dual /*/*(/d+)/*/*,F4 dual deployment named-root bytes
f4.ms_before,22.05375,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!CANONICAL_FINDINGS.md,313ce8ef8b204c6aa314cd708c91940ba7823d837a257ba105a05c648467fd49,regex old median ([/d.]+) ms,"F4 warm query, old"
f4.ms_after,2.86035,ms,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!CANONICAL_FINDINGS.md,313ce8ef8b204c6aa314cd708c91940ba7823d837a257ba105a05c648467fd49,regex dual ([/d.]+) ms /(ratio,"F4 warm query, dual"
f3.payload_saving_pct,77.62077974611753,%,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!CANONICAL_FINDINGS.md,313ce8ef8b204c6aa314cd708c91940ba7823d837a257ba105a05c648467fd49,regex /*/*([/d.]+)%/*/* component-payload saving,F3 component payload saving
f1f4.total_saving_pct,72.44630048956373,%,file:LLMZIP_ALL_FINDINGS_PUBLICATION_V1.zip!CANONICAL_FINDINGS.md,313ce8ef8b204c6aa314cd708c91940ba7823d837a257ba105a05c648467fd49,derived f4.after/f1.before,"F1-F4 combined, single QID"
